iter	Passed	Remaining
226	736	2508
227	741	2510
228	748	2520
229	751	2517
230	754	2513
231	757	2507
232	759	2501
233	762	2494
234	763	2486
235	765	2479
236	767	2471
237	769	2462
238	770	2453
239	772	2445
240	773	2436
241	775	2427
242	776	2418
243	777	2409
244	778	2400
245	780	2391
246	786	2396
247	793	2406
248	797	2404
249	800	2401
250	802	2395
251	805	2389
252	807	2382
253	808	2375
254	810	2368
255	812	2359
256	813	2351
257	814	2342
258	816	2334
259	817	2326
260	820	2322
261	828	2334
262	832	2332
263	835	2329
264	837	2323
265	840	2318
266	842	2312
267	844	2306
268	846	2299
269	848	2293
270	849	2286
271	851	2278
272	852	2271
273	854	2264
274	855	2256
275	857	2248
276	858	2240
277	860	2233
278	861	2226
279	862	2218
280	866	2217
281	873	2224
282	876	2221
283	879	2217
284	881	2212
285	884	2207
286	886	2201
287	888	2195
288	889	2189
289	891	2183
290	893	2176
291	894	2169
292	896	2162
293	897	2155
294	898	2148
295	900	2141
296	901	2134
297	902	2126
298	904	2119
299	912	2129
300	917	2131
301	920	2128
302	923	2124
303	925	2119
304	928	2114
305	930	2109
306	932	2103
307	933	2098
308	935	2092
309	937	2086
310	938	2079
311	940	2072
312	941	2066
313	942	2060
314	944	2053
315	945	2046
316	946	2039
317	947	2032
318	958	2045
319	962	2046
320	966	2043
321	969	2041
322	971	2037
323	974	2032
324	975	2027
325	978	2022
326	979	2016
327	981	2011
328	983	2005
329	985	2001
330	994	2010
331	1000	2012
332	1004	2011
333	1006	2007
334	1009	2004
335	1012	1999
336	1014	1995
337	1016	1991
338	1018	1985
339	1019	1979
340	1021	1973
341	1022	1968
342	1024	1961
343	1025	1955
344	1026	1949
345	1029	1945
346	1036	1950
347	1042	1953
348	1046	1951
349	1049	1948
350	1051	1944
351	1053	1939
352	1055	1935
353	1057	1930
354	1060	1926
355	1062	1921
356	1063	1916
357	1065	1910
358	1066	1904
359	1068	1899
360	1069	1893
361	1071	1887
362	1072	1882
363	1081	1890
364	1087	1891
365	1090	1889
366	1093	1886
367	1096	1882
368	1098	1879
369	1100	1874
370	1103	1870
371	1105	1865
372	1106	1860
373	1108	1855
374	1109	1849
375	1111	1844
376	1112	1838
377	1113	1832
378	1115	1827
379	1116	1821
380	1124	1827
381	1130	1828
382	1134	1827
383	1137	1823
384	1139	1820
385	1142	1817
386	1144	1813
387	1147	1809
388	1149	1804
389	1150	1799
390	1152	1794
391	1153	1789
392	1155	1784
393	1156	1778
394	1157	1773
395	1159	1767
396	1160	1762
397	1166	1763
398	1172	1766
399	1176	1764
400	1179	1761
401	1181	1758
402	1184	1754
403	1186	1750
404	1188	1746
405	1190	1741
406	1192	1737
407	1193	1732
408	1195	1727
409	1197	1722
410	1198	1717
411	1199	1712
412	1201	1707
413	1202	1702
414	1203	1696
415	1206	1693
416	1215	1698
417	1218	1696
418	1221	1693
419	1224	1690
420	1226	1686
421	1228	1682
422	1230	1678
423	1232	1674
424	1234	1670
425	1236	1665
426	1237	1660
427	1239	1655
428	1240	1651
429	1242	1646
430	1243	1641
431	1244	1636
432	1245	1631
433	1247	1626
434	1256	1632
435	1260	1630
436	1263	1627
437	1266	1625
438	1268	1621
439	1271	1617
440	1273	1613
441	1275	1609
442	1276	1605
443	1278	1601
444	1280	1597
445	1282	1592
446	1283	1588
447	1285	1583
448	1286	1578
449	1287	1573
450	1288	1569
451	1290	1564
452	1293	1561
453	1301	1565
454	1305	1563
455	1308	1561
456	1311	1558
457	1313	1554
458	1315	1550
459	1317	1546
460	1319	1542
461	1321	1538
462	1322	1534
463	1324	1530
464	1326	1525
465	1327	1521
466	1328	1516
467	1330	1512
468	1331	1507
469	1332	1502
470	1333	1498
471	1343	1502
472	1347	1501
473	1350	1498
474	1353	1495
475	1355	1492
476	1358	1489
477	1360	1485
478	1362	1481
479	1363	1477
480	1365	1473
481	1367	1469
482	1368	1465
483	1370	1461
484	1371	1456
485	1373	1452
486	1374	1447
487	1375	1443
488	1376	1438
489	1380	1436
490	1388	1439
491	1392	1437
492	1395	1435
493	1398	1432
494	1400	1428
495	1402	1425
496	1404	1421
497	1406	1417
498	1407	1413
499	1409	1409
500	1411	1405
501	1412	1401
502	1414	1397
503	1415	1393
504	1416	1388
505	1418	1384
506	1419	1380
507	1420	1375
508	1427	1377
509	1434	1378
510	1437	1375
511	1440	1373
512	1443	1370
513	1445	1367
514	1447	1363
515	1449	1359
516	1451	1356
517	1453	1352
518	1454	1348
519	1456	1344
520	1457	1340
521	1459	1336
522	1460	1332
523	1462	1328
524	1463	1324
525	1464	1319
526	1468	1317
527	1477	1320
528	1480	1317
529	1483	1315
530	1485	1312
531	1488	1309
532	1490	1306
533	1492	1302
534	1494	1298
535	1496	1295
536	1497	1291
537	1499	1287
538	1500	1283
539	1502	1279
540	1503	1275
541	1505	1271
542	1506	1267
543	1507	1263
544	1508	1259
545	1511	1257
546	1520	1259
547	1524	1257
548	1528	1255
549	1530	1252
550	1533	1249
551	1535	1245
552	1537	1242
553	1539	1238
554	1540	1235
555	1542	1231
556	1543	1227
557	1545	1223
558	1546	1220
559	1548	1216
560	1549	1212
561	1550	1208
562	1552	1204
563	1556	1202
564	1564	1204
565	1567	1202
566	1571	1199
567	1573	1196
568	1576	1193
569	1578	1190
570	1580	1187
571	1582	1183
572	1583	1180
573	1585	1176
574	1586	1172
575	1588	1169
576	1590	1165
577	1591	1162
578	1593	1158
579	1594	1154
580	1597	1152
581	1606	1153
582	1610	1151
583	1614	1149
584	1616	1146
585	1618	1143
586	1621	1140
587	1623	1137
588	1625	1134
589	1626	1130
590	1628	1126
591	1629	1123
592	1631	1119
593	1632	1116
594	1634	1112
595	1635	1108
596	1639	1106
597	1647	1107
598	1652	1106
599	1655	1103
600	1658	1101
601	1661	1098
602	1663	1095
603	1665	1091
604	1667	1088
605	1669	1085
606	1671	1081
607	1672	1078
608	1674	1074
609	1675	1071
610	1676	1067
611	1678	1063
612	1679	1060
613	1680	1056
614	1684	1054
615	1691	1054
616	1696	1053
617	1699	1050
618	1702	1047
619	1704	1044
620	1707	1041
621	1709	1038
622	1711	1035
623	1713	1032
624	1714	1028
625	1716	1025
626	1718	1022
627	1719	1018
628	1720	1015
629	1722	1011
630	1723	1007
631	1724	1004
632	1726	1001
633	1736	1002
634	1739	1000
635	1742	997
636	1745	994
637	1747	991
638	1750	988
639	1752	985
640	1754	982
641	1756	979
642	1757	975
643	1759	972
644	1760	969
645	1762	965
646	1763	962
647	1764	958
648	1766	955
649	1770	953
650	1773	951
651	1776	948
652	1779	945
653	1781	942
654	1783	939
655	1785	936
656	1787	933
657	1788	929
658	1790	926
659	1791	923
660	1793	919
661	1794	916
662	1796	912
663	1797	909
664	1798	906
665	1800	902
666	1803	900
667	1811	900
668	1814	897
669	1818	895
670	1820	892
671	1823	889
672	1825	886
673	1827	883
674	1829	880
675	1831	877
676	1832	874
677	1834	871
678	1835	867
679	1837	864
680	1838	861
681	1839	857
682	1841	854
683	1842	851
684	1843	847
685	1853	848
686	1858	846
687	1861	844
688	1864	841
689	1866	838
690	1868	835
691	1870	832
692	1872	829
693	1875	826
694	1876	823
695	1878	820
696	1880	817
697	1881	814
698	1882	810
699	1883	807
700	1885	804
701	1886	800
702	1888	797
703	1889	794
704	1893	792
705	1900	791
706	1904	789
707	1907	786
708	1909	783
709	1911	780
710	1913	777
711	1916	775
712	1917	772
713	1919	768
714	1921	765
715	1922	762
716	1924	759
717	1925	756
718	1926	753
719	1928	749
720	1929	746
721	1931	743
722	1932	740
723	1935	737
724	1943	737
725	1947	734
726	1950	732
727	1952	729
728	1954	726
729	1956	723
730	1958	720
731	1960	717
732	1962	714
733	1964	711
734	1965	708
735	1967	705
736	1968	702
737	1969	699
738	1971	696
739	1972	693
740	1973	689
741	1975	686
742	1976	683
743	1977	680
744	1978	677
745	1979	674
746	1980	670
747	1989	670
748	1994	668
749	1997	665
750	2000	663
751	2003	660
752	2005	657
753	2007	654
754	2009	652
755	2011	649
756	2012	646
757	2014	643
758	2015	640
759	2016	636
760	2018	633
761	2019	630
762	2021	627
763	2022	624
764	2024	621
765	2027	619
766	2042	620
767	2046	618
768	2049	615
769	2051	612
770	2053	609
771	2055	607
772	2057	604
773	2059	601
774	2060	598
775	2062	595
776	2067	593
777	2075	592
778	2078	589
779	2081	587
780	2084	584
781	2086	581
782	2089	578
783	2090	576
784	2092	573
785	2094	570
786	2096	567
787	2097	564
788	2099	561
789	2100	558
790	2102	555
791	2103	552
792	2104	549
793	2106	546
794	2109	543
795	2117	542
796	2121	540
797	2124	537
798	2127	535
799	2133	533
800	2140	531
801	2145	529
802	2148	526
803	2150	524
804	2153	521
805	2155	518
806	2157	516
807	2159	513
808	2161	510
809	2163	507
810	2164	504
811	2166	501
812	2167	498
813	2169	495
814	2170	492
815	2171	489
816	2172	486
817	2174	483
818	2175	480
819	2177	477
820	2186	476
821	2190	474
822	2193	471
823	2195	469
824	2198	466
825	2200	463
826	2202	460
827	2204	457
828	2206	455
829	2207	452
830	2209	449
831	2210	446
832	2212	443
833	2213	440
834	2215	437
835	2216	434
836	2217	431
837	2218	428
838	2223	426
839	2230	424
840	2234	422
841	2239	420
842	2241	417
843	2243	414
844	2245	411
845	2247	409
846	2249	406
847	2251	403
848	2253	400
849	2254	397
850	2256	395
851	2257	392
852	2258	389
853	2260	386
854	2261	383
855	2265	381
856	2273	379
857	2277	376
858	2280	374
859	2282	371
860	2285	368
861	2287	366
862	2289	363
863	2291	360
864	2293	357
865	2295	355
866	2297	352
867	2298	349
868	2300	346
869	2301	343
870	2302	341
871	2303	338
872	2305	335
873	2313	333
874	2318	331
875	2321	328
876	2324	326
877	2327	323
878	2329	320
879	2331	317
880	2333	315
881	2335	312
882	2337	309
883	2338	306
884	2340	304
885	2341	301
886	2343	298
887	2344	295
888	2345	292
889	2347	290
890	2348	287
891	2353	284
892	2361	282
893	2364	280
894	2367	277
895	2370	275
896	2372	272
897	2374	269
898	2376	267
899	2378	264
900	2380	261
901	2382	258
902	2383	256
903	2385	253
904	2387	250
905	2388	247
906	2389	245
907	2391	242
908	2392	239
909	2396	236
910	2404	234
911	2407	232
912	2411	229
913	2413	227
914	2416	224
915	2418	221
916	2420	219
917	2422	216
918	2424	213
919	2425	210
920	2427	208
921	2428	205
922	2430	202
923	2431	199
924	2432	197
925	2434	194
926	2435	191
927	2436	189
928	2437	186
929	2440	183
930	2448	181
931	2451	178
932	2455	176
933	2457	173
934	2460	171
935	2462	168
936	2464	165
937	2466	163
938	2468	160
939	2469	157
940	2471	154
941	2472	152
942	2474	149
943	2475	146
944	2477	144
945	2478	141
946	2479	138
947	2481	136
948	2482	133
949	2484	130
950	2493	128
951	2496	125
952	2499	123
953	2502	120
954	2504	118
955	2506	115
956	2508	112
957	2510	110
958	2512	107
959	2513	104
960	2515	102
961	2517	99
962	2518	96
963	2519	94
964	2520	91
965	2522	88
966	2523	86
967	2524	83
968	2525	80
969	2527	78
970	2536	75
971	2539	73
972	2542	70
973	2544	67
974	2547	65
975	2549	62
976	2550	60
977	2552	57
978	2554	54
979	2555	52
980	2557	49
981	2559	46
982	2560	44
983	2561	41
984	2563	39
985	2564	36
986	2565	33
987	2566	31
988	2574	28
989	2579	26
990	2582	23
991	2586	20
992	2588	18
993	2590	15
994	2593	13
995	2594	10
996	2596	7
997	2598	5
998	2600	2
999	2601	0
